dappled	dˈæpəld	
dapples	dˈæpəlz	
dappling	dˈæplɪŋ	
dapuzzo		dəˈpəzoʊ
daquila		dɑˈkwiɫə
dar		ˈdɑɹ
dara		ˈdæɹə
darak		ˈdɛɹæk
darbies	dˈɑːbɪz	
darblay		ˈdɑɹbɫeɪ
darbonne		ˈdɑɹbən
darby		ˈdɑɹbi
darby's		ˈdɑɹbiz
darbyshire		ˈdɑɹbɪˌʃaɪɹ
darcangelo		dɑɹkɑŋˈɡɛɫoʊ
darcey		ˈdɑɹsi
darcie		ˈdɑɹki
darco		ˈdɑɹkoʊ
darcy		ˈdɑɹsi
dardar		dɑɹˈdɑɹ
darden		ˈdɑɹdən
darden's		ˈdɑɹdənz
dardis		ˈdɑɹdɪs
dare	dˈeə	ˈdɛɹ
dared	dˈeəd	ˈdɛɹd
daredevil	dˈeədɛvəl	ˈdɛɹˌdɛvəɫ
daredevils	dˈeədɛvəlz	ˈdɛɹˌdɛvəɫz
daremblum		ˈdɛɹəmˌbɫum
daren		ˈdæɹɪn
darensbourg		ˈdæɹənzbɝɡ
dares	dˈeəz	ˈdɛɹz
daresay	dˈeəseɪ	ˈdɛɹseɪ
darfur		ˌdɑˈfuɹ
darga		ˈdɑɹɡə
dargan		ˈdɑɹɡən
dargis		ˈdɑɹɡɪs
daria		ˈdɑɹiə
darice		ˈdɑɹɪs
darien		ˈdɛɹiən
darienzo		dɑˈɹinzoʊ
darin		ˈdæɹɪn
daring	dˈeəɹɪŋ	ˈdɛɹɪŋ
daringly	dˈeəɹɪŋli	
dario		ˈdɛɹiˌoʊ
dariole	dˈɑːɹɪˌəʊl	
darity		ˈdæɹɪti
darius		dɝˈaɪəs
darjeeling		ˌdɑɹˈdʒiɫɪŋ
dark	dˈɑːk	ˈdɑɹk
darke		ˈdɑɹk
darken	dˈɑːkən	ˈdɑɹkən
darkened	dˈɑːkənd	ˈdɑɹkənd
darkening	dˈɑːkənɪŋ	ˈdɑɹkənɪŋ
darkens	dˈɑːkənz	
darker	dˈɑːkɐ	ˈdɑɹkɝ
darkest	dˈɑːkəst	ˈdɑɹkəst
darkie	dˈɑːki	ˈdɑɹki
darkies	dˈɑːkiz	
darkish	dˈɑːkɪʃ	
darkling	dˈɑːklɪŋ	
darkly	dˈɑːkli	ˈdɑɹkɫi
darkness	dˈɑːknəs	ˈdɑɹknəs
darkroom	dˈɑːkɹuːm	ˈdɑɹˌkɹum
darkrooms	dˈɑːkɹuːmz	
darksome	dˈɑːksʌm	
darky	dˈɑːki	
darla		ˈdɑɹɫə
darland		ˈdɑɹɫənd
darleen		ˈdɑɹˌɫin
darlene		ˈdɑɹˌɫin
darley		ˈdɑɹɫi
darlie		ˈdɑɹɫi
darlin		ˈdɑɹɫɪn
darline		ˈdɑɹˌɫaɪn
darling	dˈɑːlɪŋ	ˈdɑɹɫɪŋ
darlings	dˈɑːlɪŋz	ˈdɑɹɫɪŋz
darlington		ˈdɑɹɫɪŋtən
darman		ˈdɑɹmən
darman's		ˈdɑɹmənz
darmon		ˈdɑɹmən
darmstadt		ˈdɑɹmˌstæt
darn	dˈɑːn	ˈdɑɹn
darnall		ˈdɑɹnəɫ
darned	dˈɑːnd	ˈdɑɹnd
darnedest	dˈɑːndəst	ˈdɑɹndɛst
darnel		ˈdɑɹnəɫ
darnell		dɑɹˈnɛɫ
darner	dˈɑːnɐ	ˈdɑɹnɝ
darners	dˈɑːnəz	
darning	dˈɑːnɪŋ	
darnold		ˈdɑɹˌnoʊɫd
darns		ˈdɑɹnz
darocha		dɑˈɹoʊkə
darosa		dɑˈɹoʊsə
darpa		ˈdɑɹpə
darpino		dɑɹˈpinoʊ
darr		ˈdɑɹ
darragh		ˈdɛɹə
darrah		ˈdæɹə
darrel		ˈdɛɹəɫ
darrell		ˈdɛɹəɫ
darrelle		dɝˈɛɫ
darren		ˈdɑɹən
darrick		ˈdæɹɪk
darrigo		ˌdɑˈɹiɡoʊ
darrin		ˈdæɹɪn
darrington		ˈdæɹɪŋtən
darroch		ˈdæɹək
darrough		ˈdæɹaʊ
darrow		ˈdɛɹoʊ
darrow's		ˈdɛɹoʊz
darryl		ˈdɛɹəɫ
darsey		ˈdɑɹsi
darst		ˈdɑɹst
darsy		ˈdɑɹsi
dart	dˈɑːt	ˈdɑɹt
dart's		ˈdɑɹts
dartboard	dˈɑːtbɔːd	ˈdɑɹtˌbɔɹd
dartboards	dˈɑːtbɔːdz	
darted	dˈɑːtɪd	ˈdɑɹtɪd
darter	dˈɑːtɐ	ˈdɑɹtɝ
darters	dˈɑːtəz	
dartez		dɑɹˈtɛz
darth		ˈdɑɹθ
darting	dˈɑːtɪŋ	ˈdɑɹtɪŋ
dartmouth		ˈdɑɹtməθ
dartmouth's		ˈdɑɹtməθs
darton		ˈdɑɹtən
darts	dˈɑːts	ˈdɑɹts
dartt		ˈdɑɹt
darty		ˈdɑɹti
darty's		ˈdɑɹtiz
darville		ˈdɑɹˌvɪɫ
darwin		ˈdɑɹwɪn
darwin's		ˈdɑɹwɪnz
darwinian		ˌdɑɹˈwɪniən
darwinism		ˈdɑɹwɪˌnɪzəm
darwish		ˈdɑɹwɪʃ
daryl		ˈdɛɹəɫ
das		ˈdæs
dasa		ˈdæsə
dasaro		dɑˈsɑɹoʊ
dasburg		ˈdæsbɝɡ
dascenzo		dɑsˈtʃɛnzoʊ
dasch		ˈdæʃ
daschle		ˈdæʃɫi
dascoli		dɑˈskoʊɫi
dase		ˈdeɪz
daseke		ˈdeɪsəki
dash	dˈæʃ	ˈdæʃ
dashboard	dˈæʃbɔːd	ˈdæʃˌbɔɹd
dashboards	dˈæʃbɔːdz	ˈdæʃˌbɔɹdz
dashed	dˈæʃt	ˈdæʃt
dashel		ˈdæʃəɫ
dashell		ˈdæʃəɫ
dasher	dˈæʃɐ	ˈdæʃɝ
dashes	dˈæʃɪz	ˈdæʃɪz
dashiell		ˈdæʃiɫ
dashiki		dəˈʃiki
dashing	dˈæʃɪŋ	ˈdæʃɪŋ
dashingly	dˈæʃɪŋli	
dashnaw		ˈdæʃnɔ
dashner		ˈdæʃnɝ
dashville		ˈdæʃˌvɪɫ
dashwood		ˈdæʃˌwʊd
dasilva		dəˈsɪɫvə
daspin		ˈdæspɪn
daspit		ˈdæspɪt
dass		ˈdæs
dassault		ˈdæsɔɫt
dassault's		ˈdæsɔɫts
dassler		ˈdæsɫɝ
dassow		ˈdæsoʊ
dastard	dˈɑːstəd	
dastardly	dˈɑːstədli	ˈdæstɝdɫi
dat		ˈdæt
data	dˈeɪtɐ	ˈdætə
data's		ˈdætəz
databank	dˈeɪtəbˌæŋk	
databanks	dˈeɪtəbˌæŋks	
database	dˈeɪtəbˌeɪs	ˈdætəˌbeɪs
databases	dˈeɪtəbˌeɪsɪz	ˈdætəˌbeɪsɪz
datable	dˈeɪtəbəl	
datacard		ˈdætəˌkɑɹd
datacards		ˈdætəˌkɑɹdz
datacomm		ˈdætəˌkɑm
datacomp		ˈdætəˌkɑmp
datacopy		ˈdætəˌkɑpi
datagraphix		ˈdeɪtəˌɡɹæfɪks
datametrics		ˈdætəˌmɛtɹɪks
datapoint		ˈdætəˈpɔɪnt
datapoint's		ˈdætəˈpɔɪnts
datapoints		ˈdætəˈpɔɪnts
datapower		ˈdætəˌpaʊɹ
dataproducts		ˈdeɪtəˌpɹɑdəkts
dataproducts'		ˈdætəˌpɹɔdəkts
dataquest		ˈdætəˌkwɛst
dataquest's		ˈdætəˌkwɛsts
dataram		ˈdætɝˌæm
datarex		ˈdætɝˌɛks
datas		ˈdætəz
dataset		ˈdeɪtəˌsɛt
datasets		ˈdeɪtəˌsɛts
date	dˈeɪt	ˈdeɪt
date's		ˈdeɪts
dateable	dˈeɪtəbəl	
dated	dˈeɪtɪd	ˈdeɪtɪd
datek		ˈdætɛk
dateless	dˈeɪtləs	
dateline	dˈeɪtlaɪn	ˈdeɪtˌɫaɪn
dateline's		ˈdeɪtˌɫaɪnz
datelines		ˈdeɪtˌɫaɪnz
dater	dˈeɪtɐ	
daters	dˈeɪtəz	
dates	dˈeɪts	ˈdeɪts
datext		ˈdæˌtɛkst
dating	dˈeɪtɪŋ	ˈdeɪtɪŋ
dative	dˈætɪv	
dato		ˈdɑtoʊ
datron		ˈdætɹən
dats		ˈdæts
datsun		ˈdætsən
datsun's		ˈdætsənz
dattilio		dɑˈtiɫioʊ
dattilo		dɑˈtiɫoʊ
datuk		ˈdɑˌtuk
datum	dˈeɪtəm	ˈdætəm
datura		dəˈtʊɹə
datz		ˈdæts
dau		ˈdoʊ
daub	dˈɔːb	ˈdɔb
daube	dˈɔːb	ˈdɔb
daubed	dˈɔːbd	ˈdɔbd
daubenspeck		ˈdaʊbɪnspɪk
dauber	dˈɔːbɐ	ˈdaʊbɝ
daubert		ˈdaʊbɝt
daubing	dˈɔːbɪŋ	
daubs	dˈɔːbz	
dauch		ˈdaʊtʃ
daudelin		ˈdoʊdɪɫæn
dauenhauer		ˈdaʊənhaʊɝ
dauer		ˈdaʊɝ
daufuskie		ˈdoʊˌfəski
daughdrill		ˈdɔdɹɪɫ
daughenbaugh		dɔˈɛnbɔ
daugherty		ˈdɑkɝti
daughety		ˈdɔɪti
daughney		ˈdɔni
daughter	dˈɔːtɐ	ˈdɔtɝ
daughter's		ˈdɔtɝz
daughter-in-law		ˈdɔtɝɪnˌɫɔ
daughters	dˈɔːtəz	ˈdɔtɝz
daughters'		ˈdɔtɝz
daughters-in-law		ˈdɔtɝzɪnˌɫɔ
daughtery		ˈdɔtɝi
daughton		ˈdɔtən
daughtrey		ˈdɔtɹi
daughtridge		ˈdɔtɹɪdʒ
daughtry		ˈdɔtɹi
daul		ˈdɔɫ
dault		ˈdɔɫt
daulton		ˈdɔɫtən
daum		ˈdɔm
daun		ˈdɔn
daunt	dˈɔːnt	ˈdɔnt
daunted	dˈɔːntɪd	ˈdɔntɪd
daunting	dˈɔːntɪŋ	ˈdɔntɪŋ
dauntingly	dˈɔːntɪŋli	
dauntless	dˈɔːntləs	
daunts	dˈɔːnts	
dauphin	dˈɔːfɪn	ˈdaʊfɪn
dauphinais		ˈdoʊfɪneɪ
dauphine	dˈɔːfiːn	
dauphinee		dɔfɪˈni
dauria		ˈdɔɹiə
daus		ˈdɔz
dauster		ˈdaʊstɝ
dauterive		ˈdoʊtɝɪv
dauzat		ˈdaʊzət
davalos		dɑˈvɑɫoʊz
davanzo		dəˈvænzoʊ
davao		ˈdeɪvoʊ
davault		dəˈvoʊ
davco		ˈdævkoʊ
dave		ˈdeɪv
dave's		ˈdeɪvz
davee		ˈdævi
davenport	dˈævənpˌɔːt	ˈdævənˌpɔɹt
davenport's		ˈdævənˌpɔɹts
davenports	dˈævənpˌɔːts	
davern		ˈdævɝn
daversa		dɑˈvɛɹsə
daves		ˈdeɪvz
davey		ˈdeɪvi
davi		ˈdɑvi
davia		ˈdɑviə
david		ˈdeɪvɪd
david's		ˈdeɪvɪdz
davida		dɑˈvidə
davide		ˌdəˈviˌdeɪ
davidge		ˈdævɪdʒ
davidian		dəˈvɪdiən
davidian's		dəˈvɪdiənz
davidians		dəˈvɪdiənz
davidoff		ˈdeɪvɪdɔf
davidow		ˈdævɪdoʊ
davids		ˈdeɪvɪdz
davidson		ˈdeɪvɪdsən
davidson's		ˈdeɪvɪdsənz
davie		ˈdeɪvi
davies		ˈdeɪviz
davignon		dɑviɡˈnɔn
davila		dəˈvɪɫə
davilla		dəˈvɪɫə
davin		ˈdævɪn
davina		dɑˈvinə
davinci		dəˈvɪnˌtʃi
davino		dɑˈvinoʊ
davio's		ˈdævioʊz
davir		dəˈvɪɹ
davis		ˈdeɪvəs
davis'		ˈdeɪvəs
davis's		ˈdeɪvəsəz
davison		ˈdeɪvɪsən
davisson		ˈdævɪsən
davit	dˈævɪt	
davits	dˈævɪts	
davitt		dəˈvɪt
davlin		ˈdævɫɪn
davoli		dɑˈvoʊɫi
davos		ˈdɑvoʊs
davox		ˈdævɑks
davy		ˈdeɪvi
davydov		ˈdeɪvɪˌdɔv
daw	dˈɔː	ˈdɔ
dawdle	dˈɔːdəl	ˈdɔdəɫ
dawdled	dˈɔːdəld	
dawdler	dˈɔːdlɐ	
dawdling	dˈɔːdlɪŋ	ˈdɔdɫɪŋ
dawdy		ˈdɔdi
dawe		ˈdɔ
dawes		ˈdɔz
dawit		ˈdæwɪt
dawkins		ˈdɔkɪnz
dawley		ˈdɔɫi
dawn	dˈɔːn	ˈdɔn
dawn's		ˈdɔnz
dawned	dˈɔːnd	ˈdɔnd
dawning	dˈɔːnɪŋ	ˈdɔnɪŋ
dawns	dˈɔːnz	ˈdɔnz
daws	dˈɔːz	ˈdɔz
dawsey		ˈdɔsi
dawson		ˈdɔsən
dawson's		ˈdɔsənz
dax		ˈdæks
dax'		ˈdæks
dax's		ˈdæksɪz
daxor		ˈdæksɝ
day	dˈeɪ	ˈdeɪ
day's		ˈdeɪz
day-by-day		ˈdeɪbaɪˌdeɪ
day-to-day		ˈdeɪtuˌdeɪ
daya		ˈdaɪə
daya's		ˈdaɪəz
dayan		ˈdeɪən
daybed	dˈeɪbd	
daybook	dˈeɪbʊk	
daybreak	dˈeɪbɹeɪk	ˈdeɪˌbɹeɪk
daycare	dˈeɪkeə	ˈdeɪˌkɛɹ
daycares		ˈdeɪˌkɛɹz
dayco		ˈdeɪkoʊ
daydream	dˈeɪdɹiːm	ˈdeɪˌdɹim
daydreamed	dˈeɪdɹiːmd	ˈdeɪˌdɹimd
daydreamer	dˈeɪdɹiːmɐ	
daydreaming	dˈeɪdɹiːmɪŋ	ˈdeɪˌdɹimɪŋ
daydreams	dˈeɪdɹiːmz	ˈdeɪˌdɹimz
daye		ˈdeɪ
dayhoff		ˈdeɪhɔf
dayhuff		ˈdeɪˌhəf
dayle		ˈdeɪɫ
dayley		ˈdeɪɫi
daylight	dˈeɪlaɪt	ˈdeɪˌɫaɪt
daylights	dˈeɪlaɪts	ˈdeɪˌɫaɪts
daylong		ˈdeɪˌɫɔŋ
daynard		ˈdeɪnɝd
dayne		ˈdeɪn
days	dˈeɪz	ˈdeɪz
days'		ˈdeɪz
daytime	dˈeɪtaɪm	ˈdeɪˌtaɪm
daytimes		ˈdeɪˌtaɪmz
dayton		ˈdeɪtən
dayton's		ˈdeɪtənz
daytona		deɪˈtoʊnə
daytop		ˈdeɪˌtɑp
daywalt		ˈdeɪwəɫt
daze	dˈeɪz	ˈdeɪz
dazed	dˈeɪzd	ˈdeɪzd
dazes	dˈeɪzɪz	
dazey		ˈdeɪzi
dazs		ˈdɑs
dazzle	dˈæzəl	ˈdæzəɫ
dazzled	dˈæzəld	ˈdæzəɫd
dazzler	dˈæzlɐ	
dazzlers	dˈæzləz	
dazzles	dˈæzəlz	
dazzling	dˈæzlɪŋ	ˈdæzəɫɪŋ
dazzlingly	dˈæzəlɪŋli	
dazzo		ˈdæzoʊ
db	dˌiːbˈiː	
dbase		ˈdiˌbeɪs
dc	dˌiːsˈiː	ˌdiˈsi
ddt		ˌdiˌdiˈti
de	dˈɐ	ˈdeɪ
de-excite		ˈdiɪkˈsaɪt
de-excites		ˈdiɪkˈsaɪts
dea		ˈdi
deacon	dˈiːkən	ˈdikən
deaconess	dˈiːkəʊnəs	ˈdikənəs
deacons	dˈiːkənz	ˈdikənz
deactivate	diːˈæktɪvˌeɪt	ˌdiˈæktɪˌveɪt
deactivated	diːˈæktɪvˌeɪtɪd	ˌdiˈæktɪˌveɪtɪd
deactivates	diːˈæktɪvˌeɪts	
deactivating	diːˈæktɪvˌeɪtɪŋ	
deactivation	diːˌæktɪvˈeɪʃən	
dead	dˈɛd	ˈdɛd
dead-end		ˌdɛˈdɛnd
dead-ender		ˌdɛˈdɛndɝ
dead-ends		ˌdɛˈdɛndz
deadbeat	dˈɛdbiːt	ˈdɛdˌbit
deadbeats	dˈɛdbiːts	ˈdɛdˌbits
deadbolt		ˈdɛdˌboʊɫt
deaden	dˈɛdən	ˈdɛdən
deadened	dˈɛdənd	
deadening	dˈɛdənɪŋ	ˈdɛdənɪŋ
deadens	dˈɛdənz	
deader	dˈɛdɐ	ˈdɛdɝ
deadeye	dˈɛdaɪ	
deadfall	dˈɛdfɔːl	
deadhead	dˈɛdhɛd	ˈdɛdˌhɛd
deadheaded	dˈɛdhɛdɪd	
deadheading	dˈɛdhɛdɪŋ	
deadheads	dˈɛdhɛdz	ˈdɛdˌhɛdz
deadhorse		ˈdɛdˌhɔɹs
deadlier	dˈɛdliɐ	ˈdɛdɫiɝ
deadliest	dˈɛdliəst	ˈdɛdɫiəst
deadlight	dˈɛdlaɪt	
deadline	dˈɛdlaɪn	ˈdɛdˌɫaɪn
deadlines	dˈɛdlaɪnz	ˈdɛdˌɫaɪnz
deadliness	dˈɛdlinəs	ˈdɛdɫinəs
deadlock	dˈɛdlɒk	ˈdɛdˌɫɑk
deadlocked	dˈɛdlɒkt	ˈdɛdˌɫɑkt
deadlocks	dˈɛdlɒks	ˈdɛdˌɫɑks
deadly	dˈɛdli	ˈdɛdɫi
deadness	dˈɛdnəs	
deadpan	dˈɛdpæn	ˈdɛdˌpæn
deadweight	dˈɛdweɪt	ˈdɛdˌweɪt
deadwood	dˈɛdwʊd	ˈdɛdˌwʊd
deadwyler		ˈdɛdˌwaɪɫɝ
deady		ˈdɛdi
deaf	dˈɛf	ˈdɛf
deafen	dˈɛfən	ˈdɛfən
deafened	dˈɛfənd	
deafening	dˈɛfənɪŋ	ˈdɛfənɪŋ
deafeningly	dˈɛfənɪŋli	
deafer	dˈɛfɐ	
deafness	dˈɛfnəs	ˈdɛfnəs
deahl		ˈdiɫ
deak		ˈdik
deak's		ˈdiks
deakin		ˈdikɪn
deakins		ˈdikɪnz
deal	dˈiːl	ˈdiɫ
deal's		ˈdiɫz
dealba		ˌdiˈæɫbə
deale		ˈdiɫ
dealer	dˈiːlɐ	ˈdiɫɝ
dealer's		ˈdiɫɝz
dealerline		ˈdiɫɝˌɫaɪn
dealers	dˈiːləz	ˈdiɫɝz
dealers'		ˈdiɫɝz
dealership	dˈiːləʃˌɪp	ˈdiɫɝˌʃɪp
dealership's		ˈdiɫɝˌʃɪps
dealerships	dˈiːləʃˌɪps	ˈdiɫɝˌʃɪps
dealey		ˈdiɫi
dealfish		ˈdiɫˌfɪʃ
dealing	dˈiːlɪŋ	ˈdiɫɪŋ
dealings	dˈiːlɪŋz	ˈdiɫɪŋz
dealmaker		ˈdiɫˌmeɪkɝ
dealmakers		ˈdiɫˌmeɪkɝz
dealmaking		ˈdiɫˌmeɪkɪŋ
dealmeida		dəɫˈmidə
deals	dˈiːlz	ˈdiɫz
dealt	dˈɛlt	ˈdɛɫt
dealy		ˈdiɫi
deam		ˈdim
deamer		ˈdimɝ
dean	dˈiːn	ˈdin
dean's		ˈdinz
deana		ˌdiˈænə
deanda		ˌdiˈændə
deandrade		dənˈdɹɑdi
deandrea		ˈdædɹiə
deandrea's		ˈdædɹiəz
deane		ˈdin
deaner		ˈdinɝ
deanery	dˈiːnəɹi	
deangelis		diˈændʒəɫəs
deangelo		dəŋˈɡɛɫoʊ
deanna		ˌdiˈænə
deans	dˈiːnz	ˈdinz
dear	dˈiə	ˈdɪɹ
dearborn		ˈdɪɹˌbɔɹn
dearden		ˈdɪɹdən
deardorff		ˈdɪɹˌdɔɹf
deardourff		ˈdɪɹˌdɔɹf
dearer	dˈiəɹɐ	ˈdɪɹɝ
dearest	dˈiəɹəst	ˈdɪɹəst
dearie	dˈiəɹi	
dearies	dˈiəɹɪz	
dearing		ˈdɪɹɪŋ
dearinger		ˈdɪɹɪŋɝ
dearly	dˈiəli	ˈdɪɹɫi
dearman		ˈdɪɹmən
dearmas		ˈdɝməz
dearment		ˈdɪɹmənt
dearmon		ˈdɝmən
dearmond		ˈdɝmənd
dears	dˈiəz	
dearth	dˈɜːθ	ˈdɝθ
deary	dˈiəɹi	ˈdɪɹi
deas		ˈdiz
dease		ˈdis
deason		ˈdizən
deasy		ˈdisi
deater		ˈditɝ
death	dˈɛθ	ˈdɛθ
death's		ˈdɛθs
deathbed	dˈɛθbɛd	ˈdɛθˌbɛd
deathbeds	dˈɛθbɛdz	
deatherage		ˈdɛθɝɪdʒ
deathless	dˈɛθləs	
deathly	dˈɛθli	ˈdɛθɫi
deaths	dˈɛθs	ˈdɛθs
deathshot		ˈdɛθʃɔt
deathtrap	dˈɛθtɹæp	
deathwatch	dˈɛθwɒtʃ	ˈdɛθˌwɑtʃ
deatley		ˈditɫi
deaton		ˈditən
deatrick		ˈditɹɪk
deats		ˈdits
deaver		ˈdivɝ
deaver's		ˈdivɝz
deavers		ˈdivɝz
deaves	dˈiːvz	
deavila		dəˈviɫə
deb	dˈɛb	ˈdɛb
debacker		ˈdibækɝ
debacle	deɪbˈɑːkəl	dəˈbɑkəɫ
debacles	deɪbˈɑːkəlz	deɪˈbɑkəɫz
debakey		dɪˈbeɪki
debarment		dɪˈbɑɹmənt
debarr		dɪˈbæɹ
debarred	dɪbˈɑːd	
debarros		deɪˈbɑɹoʊz
debars	dɪbˈɑːz	
debartolo		dəˈbɑɹtəɫoʊ
debartolos		dəˈbɑɹtəɫoʊz
debase	dɪbˈeɪs	dəˈbeɪs
debased	dɪbˈeɪst	dəˈbeɪst
debasement	dɪbˈeɪsmənt	dəˈbeɪsmənt
debases	dɪbˈeɪsɪz	
debasing	dɪbˈeɪsɪŋ	dɪˈbeɪsɪŋ
debatable	dɪbˈeɪtəbəl	dəˈbeɪtəbəɫ
debate	dɪbˈeɪt	dəˈbeɪt
debate's		dəˈbeɪts
debated	dɪbˈeɪtɪd	dəˈbeɪtɪd
debater	dɪbˈeɪtɐ	dəˈbeɪtɝ
debaters	dɪbˈeɪtəz	dəˈbeɪtɝz
debates	dɪbˈeɪts	dəˈbeɪts
debating	dɪbˈeɪtɪŋ	dəˈbeɪtɪŋ
debator		diˈbeɪtɝ
debator's		diˈbeɪtɝz
debauch	dɪbˈɔːtʃ	
debauche		ˈdɛbaʊk
debauched	dɪbˈɔːtʃt	
debauchee	dɪbˈɔːtʃiː	
debauchery	dɪbˈɔːtʃəɹi	dəˈbɔtʃɝi
debauching	dɪbˈɔːtʃɪŋ	
debaun		ˈdɛbaʊn
debbie		ˈdɛbi
debbie's		ˈdɛbiz
debby		ˈdɛbi
debeer		ˈdɛbɪɹ
debeers		dɪˈbɪɹz
debelak		ˈdɛbɪɫək
debell		ˈdibɛɫ
debella		dɪˈbɛɫə
debellis		ˈdɛbɪɫɪs
debello		dɪˈbɛɫoʊ
debenedetto		dɪbɛnəˈdɛtoʊ
debenedictis		ˈdɛbɪnəˌdɪktɪs
debenture	dɛbˈɛntʃɐ	dəˈbɛntʃɝ
debentures	dɛbˈɛntʃəz	dəˈbɛntʃɝz
debentures'		dɪˈbɛntʃɝz
debernardi		dɪbɝˈnɑɹdi
deberry		ˈdibɛɹi
debes		ˈdibz
debevoise		ˌdɛbɛvˈwɑz
debi		ˈdɛbi
debian		ˈdɛˌbiən
debiase		dɪbiˈɑsi
debilitate	dɪbˈɪlɪtˌeɪt	dəˈbɪɫəˌteɪt
debilitated	dɪbˈɪlɪtˌeɪtɪd	dəˈbɪɫəˌteɪtɪd
debilitating	dɪbˈɪlɪtˌeɪtɪŋ	dəˈbɪɫəˌteɪtɪŋ
debilitation	dɪbˌɪlɪtˈeɪʃən	
debility	dɪbˈɪlɪti	dəˈbɪɫəti
debit	dˈɛbɪt	ˈdɛbɪt
debited	dˈɛbɪtɪd	ˈdɛbɪˌtɪd
debiting	dˈɛbɪtɪŋ	
debits	dˈɛbɪts	ˈdɛbɪts
deblanc		dɪˈbɫæŋk
deblasio		dɪˈbɫɑsioʊ
deblock		ˈdɛbɫək
deblois		ˌdɛˈbɫu
deblum		dəˈbɫəm
debnam		ˈdɛbnəm
debo		ˈdiboʊ
deboard		ˈdibɔɹd
deboe		dɪˈboʊ
deboer		ˈdiboʊɝ
deboers		ˈdiboʊɝz
debold		ˈdɛboʊɫd
debolt		ˈdɛboʊɫt
debona		dɪˈboʊnə
debonair	dˈɛbənˌeə	ˌdɛbəˈnɛɹ
debonaire	dˌɛbənˈeə	
debonis		ˈdɛbənɪs
debono		dɪˈboʊnoʊ
debor		ˈdɛbɔɹ
debora		ˈdɛbɹə
deborah		ˈdɛbɝə
deborah's		ˈdɛbɝəz
debord		dɪˈbɔɹd
deborde		dɪˈbɔɹd
debose		ˈdɛbəs
debow		ˈdɛboʊ
deboy		dɪˈbɔɪ
debra		ˈdɛbɹə
debraudwick		dɪˈbɹɑdwɪk
debrecen		ˈdɛˈbɹɛtsɪn
debrief	diːbɹˈiːf	dɪˈbɹif
debriefed	diːbɹˈiːft	dɪˈbɹift
debriefing	diːbɹˈiːfɪŋ	dɪˈbɹifɪŋ
debriefs		dɪˈbɹifs
debris	dˈɛbɹiː	dəˈbɹi
debrosse		ˈdɛbɹəs
debruhl		ˈdɛbɹəɫ
debruin		ˈdɛbɹuɪn
debruler		ˈdɛbɹuɫɝ
debruyn		ˈdɛbɹaɪn
debruyne		ˈdɛbɹaɪn
debs	dˈɛbz	ˈdɛbz
debt	dˈɛt	ˈdɛt
debt's		ˈdɛts
debtholder		ˈdɛtˌhoʊɫdɝ
debtholders		ˈdɛtˌhoʊɫdɝz
debtor	dˈɛtɐ	ˈdɛtɝ
debtor's		ˈdɛtɝz
debtors	dˈɛtəz	ˈdɛtɝz
debtors'		ˈdɛtɝz
debts	dˈɛts	ˈdɛts
debug		diˈbəɡ
debugging		diˈbəɡɪŋ
debuhr		ˈdɛbʊɹ
debunk	diːbˈʌnk	dɪˈbəŋk
debunked	diːbˈʌnkt	dɪˈbəŋkt
debunking	diːbˈʌnkɪŋ	dɪˈbəŋkɪŋ
debunks		dɪˈbəŋks
debus		ˈdɛbɪs
debusk		ˈdɛbəsk
debussy		dɪˈbəsi
debussy's		dɪˈbəsiz
debut	dˈeɪbjuː	ˈdeɪbju
debutante		ˈdɛbjəˈtɑnt
debutantes		ˈdɛbjəˈtɑnts
debuted	dˈeɪbjuːd	ˈdeɪbjud
debuting	dˈeɪbjuːɪŋ	deɪbˈjuɪŋ
debuts	dˈeɪbjuːs	ˈdeɪbjuz
dec		ˈdɛk
dec's		ˈdɛks
decade	dˈɛkeɪd	ˈdɛkeɪd
decade's		ˈdɛkeɪdz
decadence	dˈɛkədəns	ˈdɛkədəns
decadent	dˈɛkədənt	ˈdɛkədənt
decadently	dˈɛkədəntli	
decadents		ˈdɛkədənts
decades	dˈɛkeɪdz	ˈdɛkeɪdz
decaf	dˈiːkæf	ˈdikæf
decaff	dɪkˈæf	
decaffeinate		diˈkæfəˌneɪt
decaffeinated	diːkˈæfɪnˌeɪtɪd	diˈkæfəˌneɪtɪd
decaffeinating		diˈkæfəˌneɪtɪŋ
decaffeination		diˌkæfəˈneɪʃən
decagon	dɪkˈæɡən	
decaire		ˈdikɛɹ
decal	dɪkˈæl	
decalogue	dɪkˈælɒɡ	
decals	dɪkˈælz	ˈdiˌkæɫz
decamillo		ˌdɛkəˈmɪɫoʊ
decamillo's		ˌdɛkəˈmɪɫoʊz
decamp	dɪkˈæmp	dəˈkæmp
decamped	dɪkˈæmpt	diˈkæmpt
decamping	dɪkˈæmpɪŋ	
decamps	dɪkˈæmps	
decandia		dɪˈkɑndiə
decant	dɪkˈɑːnt	dəˈkænt
decanted	dɪkˈɑːntɪd	
decanter	dɪkˈɑːntɐ	
decanters	dɪkˈɑːntəz	
decanting	dɪkˈɑːntɪŋ	dəˈkæntɪŋ
decants	dɪkˈɑːnts	
decapitate	dɪkˈæpɪtˌeɪt	diˈkæpəˌteɪt
decapitated	dɪkˈæpɪtˌeɪtɪd	diˈkæpəˌteɪtɪd
decapitates	dɪkˈæpɪtˌeɪts	
